@relation relacao

@attribute atributo3 {6.9810_9.0939,11.2068_13.3197,13.3197_15.4326,15.4326_17.5455,17.5455_19.6584,19.6584_21.7713,21.7713_23.8842,23.8842_25.9971,25.9971_28.1100,28.1100_28.1100}
@attribute atributo4 {9.7100_12.6670,15.6240_18.5810,18.5810_21.5380,21.5380_24.4950,24.4950_27.4520,27.4520_30.4090,30.4090_33.3660,33.3660_36.3230,36.3230_39.2800,39.2800_39.2800}
@attribute atributo5 {43.7900_58.2610,72.7320_87.2030,87.2030_101.6740,101.6740_116.1450,116.1450_130.6160,130.6160_145.0870,145.0870_159.5580,159.5580_174.0290,174.0290_188.5000,188.5000_188.5000}
@attribute atributo6 {143.5000_379.2500,615.0000_850.7500,850.7500_1086.5000,1086.5000_1322.2500,1322.2500_1558.0000,1558.0000_1793.7500,1793.7500_2029.5000,2029.5000_2265.2500,2265.2500_2501.0000,2501.0000_2501.0000}
@attribute atributo7 {0.0526_0.0637,0.0748_0.0859,0.0859_0.0969,0.0969_0.1080,0.1080_0.1191,0.1191_0.1302,0.1302_0.1412,0.1412_0.1523,0.1523_0.1634,0.1634_0.1634}
@attribute atributo8 {0.0194_0.0520,0.0846_0.1172,0.1172_0.1498,0.1498_0.1824,0.1824_0.2150,0.2150_0.2476,0.2476_0.2802,0.2802_0.3128,0.3128_0.3454,0.3454_0.3454}
@attribute atributo9 {0.0000_0.0427,0.0854_0.1280,0.1280_0.1707,0.1707_0.2134,0.2134_0.2561,0.2561_0.2988,0.2988_0.3414,0.3414_0.3841,0.3841_0.4268,0.4268_0.4268}
@attribute atributo10 {0.0000_0.0201,0.0402_0.0604,0.0604_0.0805,0.0805_0.1006,0.1006_0.1207,0.1207_0.1408,0.1408_0.1610,0.1610_0.1811,0.1811_0.2012,0.2012_0.2012}
@attribute atributo11 {0.1060_0.1258,0.1456_0.1654,0.1654_0.1852,0.1852_0.2050,0.2050_0.2248,0.2248_0.2446,0.2446_0.2644,0.2644_0.2842,0.2842_0.3040,0.3040_0.3040}
@attribute atributo12 {0.0500_0.0547,0.0595_0.0642,0.0642_0.0690,0.0690_0.0737,0.0737_0.0784,0.0784_0.0832,0.0832_0.0879,0.0879_0.0927,0.0927_0.0974,0.0974_0.0974}
@attribute atributo13 {0.1115_0.3877,0.6638_0.9400,0.9400_1.2161,1.2161_1.4922,1.4922_1.7684,1.7684_2.0445,2.0445_2.3207,2.3207_2.5968,2.5968_2.8730,2.8730_2.8730}
@attribute atributo14 {0.3602_0.8127,1.2652_1.7176,1.7176_2.1701,2.1701_2.6226,2.6226_3.0751,3.0751_3.5276,3.5276_3.9800,3.9800_4.4325,4.4325_4.8850,4.8850_4.8850}
@attribute atributo15 {0.7570_2.8793,5.0016_7.1239,7.1239_9.2462,9.2462_11.3685,11.3685_13.4908,13.4908_15.6131,15.6131_17.7354,17.7354_19.8577,19.8577_21.9800,21.9800_21.9800}
@attribute atributo16 {6.8020_60.3418,113.8816_167.4214,167.4214_220.9612,220.9612_274.5010,274.5010_328.0408,328.0408_381.5806,381.5806_435.1204,435.1204_488.6602,488.6602_542.2000,542.2000_542.2000}
@attribute atributo17 {0.0017_0.0047,0.0076_0.0105,0.0105_0.0135,0.0135_0.0164,0.0164_0.0194,0.0194_0.0223,0.0223_0.0252,0.0252_0.0282,0.0282_0.0311,0.0311_0.0311}
@attribute atributo18 {0.0023_0.0156,0.0289_0.0422,0.0422_0.0555,0.0555_0.0688,0.0688_0.0821,0.0821_0.0955,0.0955_0.1088,0.1088_0.1221,0.1221_0.1354,0.1354_0.1354}
@attribute atributo19 {0.0000_0.0396,0.0792_0.1188,0.1188_0.1584,0.1584_0.1980,0.1980_0.2376,0.2376_0.2772,0.2772_0.3168,0.3168_0.3564,0.3564_0.3960,0.3960_0.3960}
@attribute atributo20 {0.0000_0.0053,0.0106_0.0158,0.0158_0.0211,0.0211_0.0264,0.0264_0.0317,0.0317_0.0370,0.0370_0.0422,0.0422_0.0475,0.0475_0.0528,0.0528_0.0528}
@attribute atributo21 {0.0079_0.0150,0.0221_0.0292,0.0292_0.0363,0.0363_0.0434,0.0434_0.0505,0.0505_0.0576,0.0576_0.0647,0.0647_0.0718,0.0718_0.0790,0.0790_0.0790}
@attribute atributo22 {0.0009_0.0038,0.0067_0.0096,0.0096_0.0125,0.0125_0.0154,0.0154_0.0183,0.0183_0.0212,0.0212_0.0241,0.0241_0.0269,0.0269_0.0298,0.0298_0.0298}
@attribute atributo23 {7.9300_10.7410,13.5520_16.3630,16.3630_19.1740,19.1740_21.9850,21.9850_24.7960,24.7960_27.6070,27.6070_30.4180,30.4180_33.2290,33.2290_36.0400,36.0400_36.0400}
@attribute atributo24 {12.0200_15.7720,19.5240_23.2760,23.2760_27.0280,27.0280_30.7800,30.7800_34.5320,34.5320_38.2840,38.2840_42.0360,42.0360_45.7880,45.7880_49.5400,49.5400_49.5400}
@attribute atributo25 {50.4100_70.4890,90.5680_110.6470,110.6470_130.7260,130.7260_150.8050,150.8050_170.8840,170.8840_190.9630,190.9630_211.0420,211.0420_231.1210,231.1210_251.2000,251.2000_251.2000}
@attribute atributo26 {185.2000_592.0800,998.9600_1405.8400,1405.8400_1812.7200,1812.7200_2219.6000,2219.6000_2626.4800,2626.4800_3033.3600,3033.3600_3440.2400,3440.2400_3847.1200,3847.1200_4254.0000,4254.0000_4254.0000}
@attribute atributo27 {0.0712_0.0863,0.1015_0.1166,0.1166_0.1317,0.1317_0.1469,0.1469_0.1620,0.1620_0.1772,0.1772_0.1923,0.1923_0.2075,0.2075_0.2226,0.2226_0.2226}
@attribute atributo28 {0.0273_0.1304,0.2334_0.3365,0.3365_0.4396,0.4396_0.5426,0.5426_0.6457,0.6457_0.7488,0.7488_0.8519,0.8519_0.9549,0.9549_1.0580,1.0580_1.0580}
@attribute atributo29 {0.0000_0.1252,0.2504_0.3756,0.3756_0.5008,0.5008_0.6260,0.6260_0.7512,0.7512_0.8764,0.8764_1.0016,1.0016_1.1268,1.1268_1.2520,1.2520_1.2520}
@attribute atributo30 {0.0000_0.0291,0.0582_0.0873,0.0873_0.1164,0.1164_0.1455,0.1455_0.1746,0.1746_0.2037,0.2037_0.2328,0.2328_0.2619,0.2619_0.2910,0.2910_0.2910}
@attribute atributo31 {0.1565_0.2072,0.2580_0.3087,0.3087_0.3594,0.3594_0.4101,0.4101_0.4609,0.4609_0.5116,0.5116_0.5623,0.5623_0.6131,0.6131_0.6638,0.6638_0.6638}
@attribute atributo32 {0.0550_0.0703,0.0855_0.1008,0.1008_0.1160,0.1160_0.1313,0.1313_0.1465,0.1465_0.1618,0.1618_0.1770,0.1770_0.1923,0.1923_0.2075,0.2075_0.2075}
@attribute atributo2 {B,M}

@data
15.4326_17.5455,15.6240_18.5810,87.2030_101.6740,615.0000_850.7500,0.0748_0.0859,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.1456_0.1654,0.0500_0.0547,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0079_0.0150,0.0009_0.0038,16.3630_19.1740,19.5240_23.2760,110.6470_130.7260,998.9600_1405.8400,0.1015_0.1166,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.2580_0.3087,0.0550_0.0703,B
13.3197_15.4326,18.5810_21.5380,87.2030_101.6740,615.0000_850.7500,0.1191_0.1302,0.1172_0.1498,0.0854_0.1280,0.0402_0.0604,0.1852_0.2050,0.0690_0.0737,0.1115_0.3877,1.7176_2.1701,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0289_0.0422,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,13.5520_16.3630,30.7800_34.5320,90.5680_110.6470,185.2000_592.0800,0.1772_0.1923,0.3365_0.4396,0.3756_0.5008,0.1455_0.1746,0.3087_0.3594,0.1008_0.1160,B
15.4326_17.5455,18.5810_21.5380,101.6740_116.1450,615.0000_850.7500,0.0859_0.0969,0.0846_0.1172,0.0000_0.0427,0.0000_0.0201,0.1456_0.1654,0.0642_0.0690,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0023_0.0156,0.0000_0.0396,0.0106_0.0158,0.0079_0.0150,0.0009_0.0038,16.3630_19.1740,23.2760_27.0280,110.6470_130.7260,998.9600_1405.8400,0.1166_0.1317,0.2334_0.3365,0.0000_0.1252,0.0873_0.1164,0.2580_0.3087,0.0855_0.1008,B
13.3197_15.4326,21.5380_24.4950,87.2030_101.6740,615.0000_850.7500,0.0969_0.1080,0.0846_0.1172,0.0000_0.0427,0.0402_0.0604,0.1852_0.2050,0.0642_0.0690,0.9400_1.2161,2.1701_2.6226,7.1239_9.2462,6.8020_60.3418,0.0017_0.0047,0.0289_0.0422,0.0000_0.0396,0.0211_0.0264,0.0363_0.0434,0.0067_0.0096,16.3630_19.1740,27.0280_30.7800,90.5680_110.6470,185.2000_592.0800,0.1015_0.1166,0.0273_0.1304,0.0000_0.1252,0.0582_0.0873,0.2580_0.3087,0.0550_0.0703,B
11.2068_13.3197,15.6240_18.5810,72.7320_87.2030,615.0000_850.7500,0.1080_0.1191,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.1852_0.2050,0.0642_0.0690,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0023_0.0156,0.0000_0.0396,0.0106_0.0158,0.0292_0.0363,0.0009_0.0038,13.5520_16.3630,19.5240_23.2760,90.5680_110.6470,185.2000_592.0800,0.1469_0.1620,0.0273_0.1304,0.0000_0.1252,0.0582_0.0873,0.3087_0.3594,0.0550_0.0703,B
13.3197_15.4326,21.5380_24.4950,87.2030_101.6740,615.0000_850.7500,0.0748_0.0859,0.0846_0.1172,0.0000_0.0427,0.0000_0.0201,0.1852_0.2050,0.0595_0.0642,0.1115_0.3877,1.7176_2.1701,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0289_0.0422,0.0000_0.0396,0.0106_0.0158,0.0221_0.0292,0.0009_0.0038,16.3630_19.1740,30.7800_34.5320,110.6470_130.7260,998.9600_1405.8400,0.1166_0.1317,0.2334_0.3365,0.0000_0.1252,0.0582_0.0873,0.3087_0.3594,0.0855_0.1008,B
17.5455_19.6584,21.5380_24.4950,116.1450_130.6160,1086.5000_1322.2500,0.0969_0.1080,0.1498_0.1824,0.1280_0.1707,0.0805_0.1006,0.1654_0.1852,0.0595_0.0642,0.6638_0.9400,1.2652_1.7176,5.0016_7.1239,6.8020_60.3418,0.0076_0.0105,0.0289_0.0422,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0009_0.0038,21.9850_24.7960,27.0280_30.7800,150.8050_170.8840,1405.8400_1812.7200,0.1469_0.1620,0.4396_0.5426,0.3756_0.5008,0.2037_0.2328,0.3087_0.3594,0.0855_0.1008,M
21.7713_23.8842,27.4520_30.4090,145.0870_159.5580,1322.2500_1558.0000,0.1191_0.1302,0.3128_0.3454,0.2561_0.2988,0.1610_0.1811,0.2446_0.2644,0.0784_0.0832,0.6638_0.9400,0.3602_0.8127,5.0016_7.1239,113.8816_167.4214,0.0017_0.0047,0.0555_0.0688,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,27.6070_30.4180,34.5320_38.2840,190.9630_211.0420,2219.6000_2626.4800,0.1620_0.1772,0.8519_0.9549,0.7512_0.8764,0.2910_0.2910,0.4101_0.4609,0.1313_0.1465,M
21.7713_23.8842,21.5380_24.4950,145.0870_159.5580,1322.2500_1558.0000,0.1191_0.1302,0.1824_0.2150,0.2561_0.2988,0.1207_0.1408,0.1852_0.2050,0.0642_0.0690,0.6638_0.9400,1.2652_1.7176,5.0016_7.1239,113.8816_167.4214,0.0076_0.0105,0.0289_0.0422,0.0792_0.1188,0.0158_0.0211,0.0079_0.0150,0.0009_0.0038,24.7960_27.6070,30.7800_34.5320,170.8840_190.9630,1812.7200_2219.6000,0.1469_0.1620,0.4396_0.5426,0.6260_0.7512,0.2328_0.2619,0.2580_0.3087,0.1008_0.1160,M
6.9810_9.0939,15.6240_18.5810,43.7900_58.2610,143.5000_379.2500,0.0969_0.1080,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.1852_0.2050,0.0690_0.0737,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0292_0.0363,0.0009_0.0038,7.9300_10.7410,19.5240_23.2760,50.4100_70.4890,185.2000_592.0800,0.1166_0.1317,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.3087_0.3594,0.0855_0.1008,B
11.2068_13.3197,21.5380_24.4950,72.7320_87.2030,143.5000_379.2500,0.1080_0.1191,0.0846_0.1172,0.0000_0.0427,0.0000_0.0201,0.1456_0.1654,0.0690_0.0737,0.1115_0.3877,2.1701_2.6226,0.7570_2.8793,6.8020_60.3418,0.0135_0.0164,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0221_0.0292,0.0067_0.0096,13.5520_16.3630,27.0280_30.7800,50.4100_70.4890,185.2000_592.0800,0.1317_0.1469,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.1565_0.2072,0.1008_0.1160,B
15.4326_17.5455,18.5810_21.5380,87.2030_101.6740,615.0000_850.7500,0.0748_0.0859,0.0846_0.1172,0.0854_0.1280,0.0402_0.0604,0.1456_0.1654,0.0595_0.0642,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0422_0.0555,0.0792_0.1188,0.0106_0.0158,0.0079_0.0150,0.0067_0.0096,16.3630_19.1740,23.2760_27.0280,110.6470_130.7260,998.9600_1405.8400,0.1166_0.1317,0.3365_0.4396,0.3756_0.5008,0.1164_0.1455,0.1565_0.2072,0.0855_0.1008,B
19.6584_21.7713,21.5380_24.4950,130.6160_145.0870,1086.5000_1322.2500,0.1080_0.1191,0.1498_0.1824,0.1280_0.1707,0.0805_0.1006,0.2248_0.2446,0.0642_0.0690,0.9400_1.2161,1.7176_2.1701,7.1239_9.2462,113.8816_167.4214,0.0105_0.0135,0.0289_0.0422,0.0000_0.0396,0.0211_0.0264,0.0292_0.0363,0.0067_0.0096,21.9850_24.7960,27.0280_30.7800,150.8050_170.8840,1812.7200_2219.6000,0.1317_0.1469,0.2334_0.3365,0.3756_0.5008,0.1746_0.2037,0.3594_0.4101,0.0855_0.1008,M
15.4326_17.5455,27.4520_30.4090,101.6740_116.1450,615.0000_850.7500,0.0969_0.1080,0.0846_0.1172,0.0854_0.1280,0.0402_0.0604,0.1852_0.2050,0.0642_0.0690,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0023_0.0156,0.0000_0.0396,0.0106_0.0158,0.0079_0.0150,0.0009_0.0038,19.1740_21.9850,38.2840_42.0360,130.7260_150.8050,998.9600_1405.8400,0.1620_0.1772,0.3365_0.4396,0.5008_0.6260,0.1455_0.1746,0.3594_0.4101,0.0855_0.1008,M
13.3197_15.4326,18.5810_21.5380,87.2030_101.6740,615.0000_850.7500,0.0969_0.1080,0.0846_0.1172,0.0000_0.0427,0.0402_0.0604,0.1654_0.1852,0.0642_0.0690,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0023_0.0156,0.0000_0.0396,0.0106_0.0158,0.0221_0.0292,0.0009_0.0038,13.5520_16.3630,23.2760_27.0280,90.5680_110.6470,185.2000_592.0800,0.1620_0.1772,0.0273_0.1304,0.0000_0.1252,0.0873_0.1164,0.3087_0.3594,0.1008_0.1160,B
21.7713_23.8842,18.5810_21.5380,145.0870_159.5580,1558.0000_1793.7500,0.0969_0.1080,0.1172_0.1498,0.1707_0.2134,0.1006_0.1207,0.1654_0.1852,0.0595_0.0642,0.6638_0.9400,0.3602_0.8127,5.0016_7.1239,113.8816_167.4214,0.0076_0.0105,0.0289_0.0422,0.0000_0.0396,0.0158_0.0211,0.0079_0.0150,0.0009_0.0038,27.6070_30.4180,23.2760_27.0280,170.8840_190.9630,2219.6000_2626.4800,0.1620_0.1772,0.3365_0.4396,0.5008_0.6260,0.2328_0.2619,0.3087_0.3594,0.0855_0.1008,M
15.4326_17.5455,24.4950_27.4520,101.6740_116.1450,615.0000_850.7500,0.1412_0.1523,0.1824_0.2150,0.1707_0.2134,0.1006_0.1207,0.2446_0.2644,0.0784_0.0832,0.6638_0.9400,2.1701_2.6226,5.0016_7.1239,6.8020_60.3418,0.0105_0.0135,0.0422_0.0555,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,21.9850_24.7960,42.0360_45.7880,130.7260_150.8050,1405.8400_1812.7200,0.2226_0.2226,0.5426_0.6457,0.5008_0.6260,0.2037_0.2328,0.4609_0.5116,0.1160_0.1313,M
11.2068_13.3197,18.5810_21.5380,72.7320_87.2030,143.5000_379.2500,0.0859_0.0969,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.2446_0.2644,0.0595_0.0642,0.1115_0.3877,2.6226_3.0751,0.7570_2.8793,6.8020_60.3418,0.0135_0.0164,0.0023_0.0156,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,13.5520_16.3630,27.0280_30.7800,50.4100_70.4890,185.2000_592.0800,0.1015_0.1166,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.3087_0.3594,0.0550_0.0703,B
15.4326_17.5455,15.6240_18.5810,101.6740_116.1450,850.7500_1086.5000,0.0969_0.1080,0.0846_0.1172,0.0854_0.1280,0.0402_0.0604,0.1654_0.1852,0.0595_0.0642,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0023_0.0156,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0009_0.0038,19.1740_21.9850,19.5240_23.2760,130.7260_150.8050,998.9600_1405.8400,0.1317_0.1469,0.2334_0.3365,0.2504_0.3756,0.1455_0.1746,0.3594_0.4101,0.0855_0.1008,B
17.5455_19.6584,21.5380_24.4950,101.6740_116.1450,850.7500_1086.5000,0.0859_0.0969,0.0846_0.1172,0.0000_0.0427,0.0402_0.0604,0.1654_0.1852,0.0500_0.0547,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0079_0.0150,0.0009_0.0038,19.1740_21.9850,34.5320_38.2840,130.7260_150.8050,998.9600_1405.8400,0.1166_0.1317,0.2334_0.3365,0.2504_0.3756,0.0873_0.1164,0.3087_0.3594,0.0550_0.0703,M
17.5455_19.6584,24.4950_27.4520,116.1450_130.6160,850.7500_1086.5000,0.1191_0.1302,0.3128_0.3454,0.3414_0.3841,0.1408_0.1610,0.2644_0.2842,0.0832_0.0879,1.4922_1.7684,2.6226_3.0751,11.3685_13.4908,167.4214_220.9612,0.0135_0.0164,0.0688_0.0821,0.1188_0.1584,0.0317_0.0370,0.0292_0.0363,0.0067_0.0096,21.9850_24.7960,34.5320_38.2840,150.8050_170.8840,1405.8400_1812.7200,0.1620_0.1772,0.5426_0.6457,0.6260_0.7512,0.2619_0.2910,0.3594_0.4101,0.1160_0.1313,M
13.3197_15.4326,21.5380_24.4950,72.7320_87.2030,615.0000_850.7500,0.0859_0.0969,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.1654_0.1852,0.0642_0.0690,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0079_0.0150,0.0009_0.0038,13.5520_16.3630,27.0280_30.7800,90.5680_110.6470,185.2000_592.0800,0.1166_0.1317,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.2580_0.3087,0.0855_0.1008,B
13.3197_15.4326,21.5380_24.4950,87.2030_101.6740,615.0000_850.7500,0.0969_0.1080,0.1172_0.1498,0.1280_0.1707,0.0402_0.0604,0.1654_0.1852,0.0642_0.0690,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0422_0.0555,0.0792_0.1188,0.0158_0.0211,0.0221_0.0292,0.0009_0.0038,16.3630_19.1740,27.0280_30.7800,110.6470_130.7260,998.9600_1405.8400,0.1469_0.1620,0.4396_0.5426,0.5008_0.6260,0.1455_0.1746,0.2580_0.3087,0.0855_0.1008,B
13.3197_15.4326,24.4950_27.4520,87.2030_101.6740,615.0000_850.7500,0.1080_0.1191,0.1172_0.1498,0.0854_0.1280,0.0402_0.0604,0.1654_0.1852,0.0690_0.0737,0.1115_0.3877,1.7176_2.1701,0.7570_2.8793,6.8020_60.3418,0.0135_0.0164,0.0422_0.0555,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,16.3630_19.1740,30.7800_34.5320,90.5680_110.6470,185.2000_592.0800,0.1469_0.1620,0.3365_0.4396,0.2504_0.3756,0.0873_0.1164,0.2580_0.3087,0.1008_0.1160,B
17.5455_19.6584,21.5380_24.4950,116.1450_130.6160,1086.5000_1322.2500,0.0969_0.1080,0.1172_0.1498,0.0854_0.1280,0.0805_0.1006,0.2050_0.2248,0.0595_0.0642,0.6638_0.9400,1.7176_2.1701,5.0016_7.1239,113.8816_167.4214,0.0076_0.0105,0.0289_0.0422,0.0000_0.0396,0.0211_0.0264,0.0221_0.0292,0.0009_0.0038,21.9850_24.7960,27.0280_30.7800,130.7260_150.8050,1405.8400_1812.7200,0.1317_0.1469,0.2334_0.3365,0.2504_0.3756,0.1746_0.2037,0.3087_0.3594,0.0855_0.1008,M
13.3197_15.4326,18.5810_21.5380,87.2030_101.6740,615.0000_850.7500,0.0859_0.0969,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.1852_0.2050,0.0595_0.0642,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0023_0.0156,0.0000_0.0396,0.0106_0.0158,0.0292_0.0363,0.0009_0.0038,13.5520_16.3630,23.2760_27.0280,90.5680_110.6470,185.2000_592.0800,0.1015_0.1166,0.0273_0.1304,0.0000_0.1252,0.0582_0.0873,0.3087_0.3594,0.0550_0.0703,B
13.3197_15.4326,21.5380_24.4950,87.2030_101.6740,615.0000_850.7500,0.1080_0.1191,0.1172_0.1498,0.0854_0.1280,0.0402_0.0604,0.2050_0.2248,0.0642_0.0690,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0289_0.0422,0.0000_0.0396,0.0158_0.0211,0.0292_0.0363,0.0009_0.0038,13.5520_16.3630,23.2760_27.0280,90.5680_110.6470,185.2000_592.0800,0.1620_0.1772,0.2334_0.3365,0.2504_0.3756,0.0873_0.1164,0.3087_0.3594,0.0550_0.0703,B
13.3197_15.4326,21.5380_24.4950,87.2030_101.6740,615.0000_850.7500,0.0859_0.0969,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.1852_0.2050,0.0595_0.0642,0.6638_0.9400,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0221_0.0292,0.0009_0.0038,16.3630_19.1740,23.2760_27.0280,90.5680_110.6470,998.9600_1405.8400,0.1166_0.1317,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.2580_0.3087,0.0550_0.0703,B
13.3197_15.4326,24.4950_27.4520,87.2030_101.6740,615.0000_850.7500,0.1191_0.1302,0.1498_0.1824,0.1280_0.1707,0.0805_0.1006,0.2050_0.2248,0.0690_0.0737,0.6638_0.9400,1.2652_1.7176,5.0016_7.1239,6.8020_60.3418,0.0105_0.0135,0.0289_0.0422,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0009_0.0038,19.1740_21.9850,34.5320_38.2840,130.7260_150.8050,998.9600_1405.8400,0.1923_0.2075,0.4396_0.5426,0.5008_0.6260,0.1746_0.2037,0.3594_0.4101,0.1160_0.1313,M
15.4326_17.5455,21.5380_24.4950,101.6740_116.1450,615.0000_850.7500,0.0969_0.1080,0.1172_0.1498,0.1280_0.1707,0.0604_0.0805,0.1852_0.2050,0.0642_0.0690,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0289_0.0422,0.0000_0.0396,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,16.3630_19.1740,27.0280_30.7800,110.6470_130.7260,998.9600_1405.8400,0.1166_0.1317,0.3365_0.4396,0.3756_0.5008,0.1455_0.1746,0.3087_0.3594,0.1008_0.1160,B
17.5455_19.6584,9.7100_12.6670,116.1450_130.6160,850.7500_1086.5000,0.1302_0.1412,0.1824_0.2150,0.2134_0.2561,0.1207_0.1408,0.2050_0.2248,0.0737_0.0784,0.6638_0.9400,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0289_0.0422,0.0792_0.1188,0.0158_0.0211,0.0221_0.0292,0.0067_0.0096,19.1740_21.9850,19.5240_23.2760,130.7260_150.8050,1405.8400_1812.7200,0.1620_0.1772,0.4396_0.5426,0.6260_0.7512,0.2037_0.2328,0.3594_0.4101,0.1160_0.1313,M
13.3197_15.4326,15.6240_18.5810,72.7320_87.2030,615.0000_850.7500,0.0969_0.1080,0.0194_0.0520,0.0000_0.0427,0.0000_0.0201,0.2050_0.2248,0.0595_0.0642,0.1115_0.3877,1.7176_2.1701,0.7570_2.8793,6.8020_60.3418,0.0105_0.0135,0.0023_0.0156,0.0000_0.0396,0.0000_0.0053,0.0292_0.0363,0.0009_0.0038,13.5520_16.3630,19.5240_23.2760,90.5680_110.6470,185.2000_592.0800,0.1317_0.1469,0.0273_0.1304,0.0000_0.1252,0.0000_0.0291,0.3087_0.3594,0.0550_0.0703,B
13.3197_15.4326,15.6240_18.5810,87.2030_101.6740,615.0000_850.7500,0.1080_0.1191,0.0846_0.1172,0.0854_0.1280,0.0402_0.0604,0.2050_0.2248,0.0642_0.0690,0.1115_0.3877,1.2652_1.7176,0.7570_2.8793,6.8020_60.3418,0.0076_0.0105,0.0023_0.0156,0.0000_0.0396,0.0106_0.0158,0.0221_0.0292,0.0009_0.0038,13.5520_16.3630,23.2760_27.0280,90.5680_110.6470,185.2000_592.0800,0.1469_0.1620,0.2334_0.3365,0.2504_0.3756,0.1164_0.1455,0.3087_0.3594,0.0855_0.1008,B
15.4326_17.5455,15.6240_18.5810,101.6740_116.1450,850.7500_1086.5000,0.0859_0.0969,0.1172_0.1498,0.0854_0.1280,0.0402_0.0604,0.2050_0.2248,0.0595_0.0642,0.1115_0.3877,0.3602_0.8127,0.7570_2.8793,6.8020_60.3418,0.0017_0.0047,0.0422_0.0555,0.0000_0.0396,0.0158_0.0211,0.0079_0.0150,0.0009_0.0038,19.1740_21.9850,19.5240_23.2760,130.7260_150.8050,998.9600_1405.8400,0.1166_0.1317,0.4396_0.5426,0.3756_0.5008,0.1455_0.1746,0.3087_0.3594,0.0855_0.1008,B
